Topic 0th:
	服务	0.0254706140291
	平台	0.0198662875536
	生活	0.0146818817939
	提供	0.0142135086879
	互联网	0.0140439253219
	模式	0.0108460675636
	用户	0.0105634286203
	社区	0.0104826746365
	体验	0.010385769856
	打造	0.0102323372868
	线下	0.00952977762775
	消费者	0.00917446009905
	产品	0.00806005512267
	消费	0.00735749546364
	电商	0.00720406289443
	品牌	0.00698602713818
	商家	0.00675991598356
	健康	0.00602505473101
	行业	0.00519328869791
	线	0.00474914178704
Topic 1th:
	品牌	0.0129584627124
	产品	0.00768616693254
	销售	0.00741509774077
	全国	0.00698138703395
	家	0.00624950021618
	生产	0.00593777064565
	中国	0.00566670145388
	拥有	0.00565314799429
	设计	0.0050567957724
	食品	0.00483994041899
	装修	0.0048263869594
	市场	0.00458242468681
	连锁	0.00431135549505
	家居	0.00408094668205
	超过	0.00397251900534
	时尚	0.00382343094987
	配送	0.00380987749028
	城市	0.00372855673275
	健康	0.00353880829851
	国际	0.00325418564716
Topic 2th:
	中国	0.0219473788416
	网	0.0151009660844
	投资	0.014231286626
	融资	0.0139167217155
	平台	0.0121588589806
	集团	0.009938400789
	2015	0.00927226333154
	资本	0.00901320987586
	群	0.00847659914623
	事业	0.00790298078008
	品牌	0.0078474693253
	合作	0.00768093496093
	成立	0.00719983568609
	点评	0.0069962936852
	美团	0.00690377459389
	战略	0.00603409513553
	国际	0.00553449204243
	基金	0.00549748440591
	全球	0.00547898058764
	餐饮	0.00521992713196
Topic 3th:
	互联网	0.022538967281
	企业	0.0174035829705
	团队	0.0166850829565
	行业	0.0135690618432
	技术	0.0134858671047
	科技	0.0117085249649
	研发	0.00884208806692
	成立	0.00869082490608
	拥有	0.00840342490049
	运营	0.00807820910468
	产品	0.00772274067671
	经验	0.00738239856482
	服务	0.00718575645572
	投资	0.00712525119139
	管理	0.00701180382076
	领域	0.00691348276621
	中国	0.00689835645013
	创业	0.00651263538998
	项目	0.00647481959977
	发展	0.00605884590746
Topic 4th:
	服务	0.0277112998354
	平台	0.017305602899
	汽车	0.0164497682462
	用户	0.0146859139009
	提供	0.0145189217736
	微信	0.00776617762326
	系统	0.00705646108196
	互联网	0.00680597289092
	手机	0.0063884925725
	APP	0.00609625634961
	信息	0.00578314611081
	智能	0.00566833902324
	车主	0.00545959886404
	产品	0.00517779964911
	中国	0.00504211854562
	在线	0.00498993350582
	管理	0.00494818547398
	专业	0.00489600043418
	端	0.00449939413169
	支付	0.0042593429486
Topic 5th:
	服务	0.0307367599034
	企业	0.0231716161312
	互联网	0.0184785989028
	提供	0.0182408193633
	客户	0.0161758917828
	行业	0.0118270291511
	产品	0.0113952715661
	平台	0.0108633962803
	技术	0.0105755578902
	发展	0.0089861893889
	专业	0.00887355697542
	解决方案	0.00882975548129
	营销	0.00855443180389
	管理	0.00794746824235
	创新	0.00772846077169
	科技	0.00772220341539
	运营	0.00739682088756
	品牌	0.00628926882166
	理念	0.00590131273078
	市场	0.00587628330556
Topic 6th:
	团队	0.0135925585791
	梦想	0.011992089108
	发展	0.0117761527508
	创业	0.00860061808607
	工作	0.0084354902835
	企业	0.0083719795902
	互联网	0.00720338283357
	生活	0.0066952972872
	激情	0.00655557376195
	文化	0.00599667966095
	创新	0.00593316896766
	成长	0.00574263688777
	员工	0.00560291336252
	创造	0.00550129625325
	希望	0.00519644492543
	理念	0.00485348718164
	价值	0.00467565724041
	健康	0.00457404013114
	未来	0.00435810377393
	追求	0.0043072952193
Topic 7th:
	服务	0.0186432490036
	成立	0.0136510420448
	企业	0.0112400839264
	北京	0.010191451585
	集团	0.00969850475783
	上海	0.0095999153924
	平台	0.00952821403572
	科技	0.00911593123481
	互联网	0.00792389618002
	全国	0.00765501609247
	运营	0.00709036790862
	发展	0.00708140523904
	电子商务	0.00706347989987
	城市	0.00706347989987
	业务	0.00703659189111
	中国	0.00675874913398
	提供	0.0060955115847
	深圳	0.00606862357594
	旗下	0.00584455683632
	中心	0.00569219145338
Topic 8th:
	团队	0.0158792960062
	教育	0.0129900215915
	互联网	0.00868213946866
	提供	0.00847390347481
	培训	0.00778412174517
	平台	0.0076409594994
	学习	0.00702926626746
	创业	0.00663882377899
	专业	0.00627441078975
	服务	0.00562367330896
	文化	0.00510308332433
	梦想	0.00498595057779
	打造	0.00473867033509
	产品	0.00459550808932
	工作	0.00447837534278
	生活	0.00445234584354
	行业	0.00434822784662
	成长	0.00428315409854
	艺术	0.00410094760392
	发展	0.00407491810469
Topic 9th:
	提供	0.0177408027042
	员工	0.0157613547038
	平台	0.0144671002419
	工作	0.0126018511645
	福利	0.0112885635488
	旅游	0.00797679477883
	信息	0.0074058001633
	办公	0.00738676700945
	点评	0.00700610393244
	外卖	0.00698707077859
	环境	0.00696803762474
	薪酬	0.00694900447089
	活动	0.00668254031698
	服务	0.00658737454772
	消费	0.00651124193232
	生活	0.0059783136245
	空间	0.00555958423979
	竞争力	0.00514085485507
	期权	0.00512182170122
	中国	0.00508375539352
